name,prompt,negative_prompt
Historical Fiction,"Historical Fiction {prompt}, Historical Fiction, often for historical settings, period details, or historical characters.","science fiction writing, digital design"
Hogwarts,"Hogwarts {prompt}, Hogwarts, often for magic, wizards, or Harry Potter universe.","Middle-earth, digital design"
Hong Kong,"Hong Kong {prompt}, Hong Kong, often for skyline, dim sum, or East-meets-West culture.","Shanghai, digital design"
Hong Kong cityscape,"{prompt} Hong Kong cityscape. Victoria Peak, Star Ferry, Symphony of Lights.","Rural landscape, fields, farms."
Horror,"Horror {prompt}, Horror, often for horror elements, terrifying scenes, or creepy writing.","adventure writing, digital design"
Horror Films,"Horror Films {prompt}, Horror Films, often for scares, monsters, or psychological terror.","family films, digital design"
Horror Movie Poster_Horror_Gothic,"Horror movie poster {prompt}. Ominous hooded figure looming with blade, gothic castle, full moon, screams in night","Sleek modern high-rise, solid colors, grid of identical windows"
Hyperrealism_Uncategorized,"Hyperrealistic painting {prompt} . Visual clarity magnified beyond human eye's abilities, hallucinatory detail exceeding real perceptive capacities","Suggestion and omission, stripped-down abstraction, reduced to core meaning"
Ice Sculpture,"Ice Sculpture {prompt}, Ice Sculpture, often for frozen art, ice carving, or cold beauty.","fire art, digital design"
Illustration Design,"Illustration Design {prompt}, Illustration Design, often for illustrative art, visual storytelling, or creative illustrations.","web design, digital design"
Illustration for Children's Books,"Illustration for Children's Books {prompt}, Creating illustrations for children's books, often colorful and imaginative to engage young readers.","abstract painting, digital design"
Impressionism,"Impressionism {prompt}, Impressionism, often for light-filled scenes, loose brushwork, or fleeting moments.","realism, digital design"
Impressionism Art,"Impressionism Art {prompt}, Impressionism, often for light, color, or fleeting moments.","Cubism Art, digital design"
Impressionist Landscape Painting,"Impressionist Landscape Painting {prompt}, Impressionist Landscape Painting, often for light effects, loose brushwork, or atmospheric mood.","photorealism, digital design"
Impressionist Portrait Painting,"Impressionist Portrait Painting {prompt}, Impressionist Portrait Painting, often for capturing moments, human emotions, or transient effects.","abstract portraiture, digital art"
Improvisational Theater,"Improvisational Theater {prompt}, Improvisational Theater, often for improv games, spontaneous acting, or comedic improv.","children's theater, digital design"
Inca Mythology Art,"Inca Mythology Art {prompt}, Inca mythology, often for Machu Picchu, quipus, or sun worship.","Greek Mythology Art, digital design"
Indian Art,"Indian Art {prompt}, Indian traditions, often for miniatures, textile arts, or Hindu iconography.","Korean Art, digital design"
Indian Cuisine,"Indian Cuisine {prompt}, Indian Cuisine, often for Indian spices, curries, or tandoori cooking.","Mediterranean cuisine, digital design"
Indian Miniature Painting,"Indian Miniature Painting {prompt}, Indian Miniature Painting, often for detailed illustrations, historical scenes, or royal commissions.","large-scale painting, digital art"
Indian Mythology Art,"Indian Mythology Art {prompt}, Indian mythology, often for deities, epics, or spiritual allegories.","Japanese Mythology Art, digital design"
Indie Films,"Indie Films {prompt}, Indie Films, often for independent productions, unique voices, or artistic creativity.","blockbuster films, digital design"
Indie Music Art,"Indie Music Art {prompt}, Indie Music Art, often for indie bands, alternative aesthetics, or independent music culture.","mainstream music art, digital design"
Indigenous Australian Art,"Art created by Indigenous Australians {prompt}, often using symbols, patterns, and storytelling.","European art, digital art"
Indigenous Painting,"Painting in styles and themes related to indigenous cultures {prompt}, often using traditional symbols and stories.","modern abstract art, digital design"
Indigenous Pottery,"Creating pottery using techniques {prompt}, styles, and materials related to indigenous cultures.","modern sculpture, digital art"
Indonesian Art,"Indonesian Art {prompt}, Indonesian traditions, often for batik, puppetry, or tribal arts.","Vietnamese Art, digital design"
Industrial Architecture,"Industrial Architecture {prompt}, Industrial Architecture, often for functional design, raw materials, or industrial heritage.","luxury architecture, digital design"
Industrial Design,"Industrial Design {prompt}, Industrial Design, often for product design, ergonomic forms, or industrial aesthetics.","graphic design, digital design"
Information Art_Uncategorized,"Information artwork {prompt} . Innovative aesthetics of data visualization, statistics and databases as medium, patterns from abstract sources given tangibility","Unique handmade object, raw artistic gesture, auratic one-of-a-kind original"
Ink Drawing,"Drawing using ink {prompt}, often on paper, known for bold lines and graphic effects.","charcoal drawing, digital art"
Insectoid Mutant_Portraiture,"Grotesque insectoid mutant {prompt}. Multifaceted eyes, proboscis mouth, undersized exposed heart, writhing in agony","Law-abiding citizen in broad daylight, working honest job"
Installation Art,"Creating art installations {prompt}, often using mixed media and immersive techniques.","portrait painting, digital art"
Interaction Design,"Interaction Design {prompt}, Interaction Design, often for interactive elements, user feedback, or dynamic interfaces.","static design, painting"
Interactive Art,"Creating art that involves interaction {prompt}, often using technology, sensors, or audience participation.","landscape painting, digital art"
Interactive Art Installations,"Interactive Art Installations {prompt}, Creating interactive art installations, often involving technology, sensors, or audience participation.","still art, digital design"
Interactive artwork,"{prompt} Audience inputs determine permutations, each encounter unique, empowering participant creativity","Passive viewership, immutable object, sterile remove, rarefied untouchable artifact"
Interior Design,"Designing interior spaces {prompt}, often focusing on aesthetics, functionality, and comfort.","architectural design, digital art"
Internet Art_Sci-Fi_Digital Media,"Internet artwork {prompt} . Browser as venue, leveraging networked interconnectivity as artistic material, natively digital art in the expanded space of hypertext","Physical gallery, art market economics, traditional assumptions of discrete object, artist as individual genius"
Intimate_Naturist_Photography,"With deep empathy, this {prompt} unveils our naked humanity, flaws and all, reveling in the tranquil beauty of our natural form.","Cold, distant depictions lacking empathy."
Intuitive Art_Uncategorized,"Intuitive artwork {prompt} . Surrendered to creative flow state, unconsciously manifested, direct transmission of inspiration through sensibility developed outside thought","Conceptual premeditation, theory-minded planning, diagrams and preparatory studies, cerebral editing"
Irish Art,"Irish Art {prompt}, Irish traditions, often for Celtic designs, Book of Kells, or contemporary crafts.","French Art, digital design"
Irish Dance,"Irish Dance {prompt}, Irish Dance, often for Irish steps, Celtic dance, or Irish dance traditions.","Kathak dance, digital design"
Islamic Architecture,"Islamic Architecture {prompt}, Islamic Architecture, often for Islamic patterns, mosques, or Islamic cultural design.","Renaissance architecture, digital design"
Islamic Art,"Creating art in the Islamic tradition {prompt}, often using geometric patterns, calligraphy, and ornamental design.","Christian art, digital art"
Islamic Calligraphy,"Creating artistic writing in Arabic script {prompt}, often for religious texts or decorative purposes.","Western calligraphy, digital art"
Islamic Geometric Art,"Islamic Geometric Art {prompt}, Islamic Geometric Art, often for geometric patterns, Islamic culture, or architectural decoration.","figurative art, digital design"
Islamic Geometric Patterns,"Islamic Geometric Patterns {prompt}, Islamic Geometric Patterns, often for intricate designs, mathematical harmony, or spiritual symbolism.","figurative art, digital art"
Island Luau_Uncategorized_Location,"Vibrant Hawaiian luau {prompt}. Tropical foliage, tiki torches, leis, flower crowns, beautiful sunset","(Bundled figures, overcast sky, winter party accessories)"
Istanbul,"Istanbul {prompt}, Istanbul, often for Hagia Sophia, Bosphorus, or Turkish culture.","Barcelona, digital design"
Istanbul cityscape,"{prompt} Istanbul cityscape. Hagia Sophia, Blue Mosque, Topkapi Palace.","Tropical jungle, dense vegetation, high humidity."
Italian Art,"Italian Art {prompt}, Italian traditions, often for Renaissance masters, frescoes, or Venetian glass.","Spanish Art, digital design"
Italian Cuisine,"Italian Cuisine {prompt}, Italian Cuisine, often for pasta dishes, Italian flavors, or traditional Italian cooking.","Chinese cuisine, digital design"
Italian Renaissance Art,"Italian Renaissance Art {prompt}, Italian Renaissance Art, often for humanism, classical beauty, or technical mastery.","contemporary art, digital art"
J.M.W. Turner,"{prompt} in Atmospheric light effects, turbulent seascapes, dynamic vortex compositions, vaporous clouds","Crisp architectural views, placid rivers, balanced arrangements, solid forms"
Jackson Pollock,"{prompt} in Gestural energy, spattered drips, unstructured canvases, dynamic all-over composition","Controlled brushwork, illusionistic space, centered focal points, static organization"
Jakarta cityscape,"{prompt} Jakarta cityscape. National Monument, Istiqlal Mosque, Ancol Dreamland.","Desert, sand dunes, lack of water."
Japan,"Japan {prompt}, Japan, often for cherry blossoms, samurai, or sushi.","France, digital design"
Japanese Architecture,"Japanese Architecture {prompt}, Japanese Architecture, often for Japanese aesthetics, traditional buildings, or Zen design.","Brutalist architecture, digital design"
Japanese Art,"Japanese Art {prompt}, Japanese traditions, often for ukiyo-e, origami, or Zen aesthetics.","Indian Art, digital design"
Japanese Cuisine,"Japanese Cuisine {prompt}, Japanese Cuisine, often for sushi rolls, Japanese flavors, or traditional Japanese dishes.","Mexican cuisine, digital design"
Japanese Mythology Art,"Japanese Mythology Art {prompt}, Japanese mythology, often for kami, folklore, or Shinto rituals.","Celtic Mythology Art, digital design"
Jazz Dance,"Jazz Dance {prompt}, Jazz Dance, often for jazz techniques, energetic dancing, or theatrical jazz.","salsa dance, digital design"
Jazz Music,"Jazz Music {prompt}, Jazz Music, often for improvisation, swing rhythm, or jazz standards.","country music, digital design"
Jazz Poster Art,"Jazz Poster Art {prompt}, Jazz Poster Art, often for jazz musicians, swing era, or jazz club aesthetics.","rock poster art, digital design"
Jean-Honore Fragonard,"{prompt} in Playful eroticism, Rococo delights, breezy brushwork, pleasure-seeking aristocrats","Solemn devotion, Baroque grandeur, polished finish, pious peasants"
Jeff Koons,"{prompt} in Banal readymades, inflated kitsch, cleaners in vitrines, overblown excess","Handcrafted art, material integrity, intimate scale, conceptual subtlety"
Jenny Holzer,"{prompt} in Words as art, truisms and laments, electronic signs, institutional critique","Abstract painting, allusive symbolism, handmade marks, art world insider"
Jerusalem,"Jerusalem {prompt}, Jerusalem, often for holy sites, religious history, or Middle Eastern culture.","Varanasi, digital design"
Jewelry Design,"Designing and creating jewelry {prompt}, often using metals, gemstones, beads, and other materials.","painting, digital animation"
Johannes Vermeer,"{prompt} in Contemplative interiors, soft luminous light, rich color harmonies, serene mood","Rambunctious gatherings, harsh lighting, clashing hues, energetic action"
John Baldessari,"{prompt} in Text wry puns, covering faces, doubting images, semiotic play","Painterly expression, revealed selves, embracing images, sensitivity to materials"
Joyful Art,"Joyful Art {prompt}, Joy, often for happiness, bright colors, or uplifting imagery.","Melancholy Art, digital design"
Julie Mehretu,"{prompt} in Tectonic abstractions, architectural fragments, layered histories, geopolitical textures","Observational landscapes, unified perspective, personal recollections, naturalistic textures"
Kabuki Theater,"Kabuki Theater {prompt}, Kabuki Theater, often for kabuki plays, Japanese theater, or kabuki makeup.","street theater, digital design"
Kara Walker,"{prompt} in Racial silhouettes, cut paper, violent histories, shadow archetypes","Idealized beauty, exquisite materials, universal narratives, enlightened future"
Kathak Dance,"Kathak Dance {prompt}, Kathak Dance, often for Kathak movements, Indian classical dance, or Kathak storytelling.","Bharatanatyam dance, digital design"
Katsushika Hokusai,"{prompt} in Ukiyo-e woodblock prints, iconic Great Wave, dynamic compositions, naturalistic landscapes","Detailed realism, photographic representation, urban scenes, Western influences"
Kawaii Character_Uncategorized,"Cute kawaii mascot character {prompt}. Large eyes, lively colors, energetic, Japanese style","(Sinister, edgy, hyperrealistic textures, grim color scheme)"
Kawaii Fashion_Fashion,"Cute kawaii fashion {prompt}. Pastels, squishy textures, adorable details, Japanese street style","(Dark palette, gothic vibe, hyper-realistic rendering, imperfections)"
Kehinde Wiley,"{prompt} in Contemporary people of color, old master poses, street culture meets history painting, subverting traditions","Invisible subjects, tired tropes, institutional perpetuation, honoring conventions"
Kerry James Marshall,"{prompt} in Black figures celebrated, flat shapes and patterns, affirmative visions, reclaiming representation","Marginalized people, atmospheric modeling, pessimistic stories, perpetuating omissions"
Kiki Smith,"{prompt} in Feminine archetypes, mystical allegories, traumatic memories, material metamorphosis","Heroic figures, religious symbols, nostalgic reminiscing, pictorial consistency"
Kinetic Art,"Kinetic Art {prompt}, Kinetic Art, often for moving parts, mechanical motion, or dynamic sculptures.","static painting, digital art"
Kinetic Sculpture,"Creating sculptures that move {prompt}, often using wind, motors, or viewer interaction.","static sculpture, digital design"
Kintsugi (Japanese Gold Repair),"Kintsugi (Japanese Gold Repair) {prompt}, Kintsugi, often for golden repair of pottery, embracing imperfections, or aesthetic philosophy.","new ceramics, digital design"
Kitsch Movement_Uncategorized,"Kitsch artwork {prompt} . Exaltation of tacky mass-produced ornament, garish colors and exaggerated gesture, vulgarly displaying bad taste","Sophistication appeasing high art sensibilities, understatement pandering to privileged gatekeepers"
Knitting,"Creating textiles by knitting yarn {prompt}, often using needles, to create fabric for clothing or decorative items.","pottery, digital art"
Korean Art,"Korean Art {prompt}, Korean traditions, often for celadon pottery, folk painting, or Buddhist art.","Thai Art, digital design"
Korean Celadon Ceramics,"Korean Celadon Ceramics {prompt}, Korean Celadon Ceramics, often for jade-green glazes, elegant forms, or traditional pottery.","industrial ceramics, digital design"
Korean Celadon Pottery,"Korean Celadon Pottery {prompt}, Korean Celadon Pottery, often for ceramic art, subtle glazes, or traditional aesthetics.","modern ceramics, digital art"
Korean Cuisine,"Korean Cuisine {prompt}, Korean Cuisine, often for Korean barbecue, kimchi, or spicy Korean dishes.","Brazilian cuisine, digital design"
Kuala Lumpur,"Kuala Lumpur {prompt}, Kuala Lumpur, often for Petronas Towers, street food, or Malaysian culture.","Hanoi, digital design"
Kyoto,"Kyoto {prompt}, Kyoto, often for Zen gardens, geishas, or Japanese traditions.","Seoul, digital design"
Kyoto cityscape,"{prompt} Kyoto cityscape. Fushimi Inari Taisha, Kinkaku-ji, Arashiyama Bamboo Grove.","Urban city, tall buildings, busy streets."
LAIKA_Animation,"LAIKA stop-motion style {prompt}. Intricate puppet models, replacement animation, tactile textures, emotional storytelling","CGI, 3D rendered, motion capture, photorealistic"
Land Art,"Land Art {prompt}, Creating art using natural landscapes, often through earthworks, site-specific installations, or environmental interventions.","indoor art, digital design"
Land Art (1)_Fantasy_Nature_Sculpture_Landscape,"Land Art sculpture {prompt} . Sculptural manipulation of the landscape itself, raw natural materials, grand scale, rejecting galleries and museums","Discrete portable work, artificial substances, handheld size, designed for institutional exhibition"
Landscape Architecture,"Designing outdoor spaces {prompt}, including parks, gardens, and urban planning.","building architecture, digital design"
Landscape Design,"Landscape Design {prompt}, Landscape Design, often for outdoor spaces, garden design, or landscape architecture.","fashion design, digital design"
Landscape Photography,"Capturing landscapes {prompt}, including natural scenery, urban environments, and seascapes.","portrait photography, abstract painting"
Laser Grid_Uncategorized,"Moody cyberpunk laser grid {prompt}. Neon lines, smoky atmosphere, vibrant lighting effect","(Broad daylight, single light source, mundane environment)"
Later European abstraction (1)_Uncategorized,"Later European abstract painting {prompt} . Lyrical informalism, matiére, tachisme, arte informel, cobra group freedoms","Stringent conceptualism, systems art, technological medium, American minimalism"
Leonardo da Vinci,"{prompt} in Intellectual brilliance, anatomical precision, sfumato technique, innovative inventions","Impulsive frenzy, distorted anatomy, harsh outlines, mundane subjects"
Lettrist artwork,"{prompt} Avant-garde letters freed into pure form, visual rhythm and texture of typography as sole communication","Readability, coherence, concrete meaning beyond visual experience"
Leviathan Variant_Architecture,"Leviathan {prompt}. Massive prehistoric creature converted into thriving underground city within its skeletal remains, ancient biological architecture adapted to human use","Cavern of monotonous geometric concrete cubes, bones of the earth disrespectfully discarded during construction"
Light Art,"Light Art {prompt}, Light Art, often for illumination, light sculptures, or visual effects.","dark themes, digital design"
Line Dance,"Line Dance {prompt}, Line Dance, often for line formations, group dancing, or country line dance.","aerial dance, digital design"
Lisbon cityscape,"{prompt} Lisbon cityscape. Belém Tower, Alfama, Jerónimos Monastery.","Arctic wilderness, ice, polar bears."
Lithography,"Creating prints using lithography techniques {prompt}, often drawing on a stone or metal plate.","woodcut, digital design"
Living Burial_Uncategorized,Chilling living burial {prompt}. Coffin lurking just under the soil,Individual person by themselves
London,"London {prompt}, London, often for Big Ben, London Eye, or British charm.","Rome, digital design"
Los Angeles,"Los Angeles {prompt}, Los Angeles, often for Hollywood, beaches, or entertainment industry.","Chicago, digital design"
Lost Vegas Variant_Architecture,"Lost Vegas {prompt}. Sin City recreated underground long after the original was lost, neon and vice still shine bright lighting up caverns of hedonism","Dour underground bunker where all pleasure and luxury is forbidden, resources rationed for survival alone"
Lounge Singer_Retro,"Suave mid-century lounge singer {prompt}. Bold suit, coiffed hair, holding a vintage mic","(T-shirt and jeans, shaggy hair, holding guitar pick)"
Lovecraftian Horror_Horror,"Lovecraftian eldritch horror {prompt}. Unknowable tentacles, cosmic otherworldly menace, maddening for mortal minds to behold","Cute creature, bright happy colors, whimsical fantasy, soft lighting"
Low Fantasy,"Low Fantasy {prompt}, Low Fantasy, often for magical elements in a real-world setting, or grounded fantasy.","high fantasy, digital design"
Lowbrow Art Variant_Surrealism_Culture,"Lowbrow pop surrealist art {prompt} . Underground comix, punk irreverence, psychedelia, underground culture","Highbrow refinement, privilege, gatekeeping, old boy's club exclusivity"
Lowbrow Art_Culture,"Lowbrow artwork {prompt} . Underground irreverence, psychedelic counterculture, not highbrow but subversive punk energy","Highbrow elitism, exclusivity, insider discourse, needless obscurantism"
Luau Fire Dancer_Fashion,"Mesmerizing luau fire dancer {prompt}. Fiery poi, flowing dress, beach sunset silhouette","(Wearing winter clothes, snowy blizzard scene)"
Luchador_Uncategorized,"Dramatic luchador wrestler {prompt}. Masked, cape, boots, flamboyant persona, ready to fight","(Nerdy, scrawny, passive stance, receding into background)"
Luxury Fashion,"Luxury Fashion {prompt}, Luxury Fashion, often for designer brands, high-quality materials, or exclusive luxury.","sustainable fashion, digital design"
Lynching_Uncategorized,{prompt}     Medical Torture,    Smothering Earth
Lyrical abstract painting,"{prompt} Paint itself as subject, pigment's resonance, suggestion over definition, pleasure of free brushed color","Descriptive contours, tonal modeling, ostensible subjects beyond the paint"
Macabre Memento Mori_Horror_Horror & Dark_Still Life,"Macabre memento mori still life {prompt} . Wiltedbouquet, skull, burnt-out candle, uncanny shadows, made grim by presence of death","Familiar earthly creatures, cute, benevolent, scientifically explainable"
Machinima Variant_Uncategorized,"Machinima artwork {prompt} . Cinematic narratives constructed in real-time 3D game engines, liberating filmmaking from institutional barriers","Big budget Hollywood spectacle, exploitative studio system, engineered cinematic experience"
Machu Picchu,"Machu Picchu {prompt}, Machu Picchu, often for Incan ruins, mountain landscapes, or archaeological sites.","Pyramids of Giza, digital design"
Macro Photography,"Macro Photography {prompt}, Macro Photography, often for close-up views, small subjects, or detailed examination.","wide-angle photography, digital design"
Mad Scientist Machinery_Uncategorized,Spine-chilling mad scientist machinery {prompt}. Grim equipment suggesting dubious experiments,People from different backgrounds together in harmony
Madhubani Painting,"Madhubani Painting {prompt}, Madhubani Painting, often for folk art, colorful patterns, or Bihar culture.","western painting, digital design"
Madhubani Painting (Indian Folk Art),"Madhubani Painting (Indian Folk Art) {prompt}, Madhubani Painting, often for Indian folk art, regional traditions, or vibrant colors.","abstract art, digital design"
Mage City Variant_Architecture_Fantasy_Location,"Mage City {prompt}. Underground city crafted and run entirely by powerful magic users, ornate dragon-inspired architecture, glowing mystic atmosphere","Drab utilitarian city built for function over form, completely devoid of magic or imagination"
Magic Realist painting,"{prompt} Matter-of-fact presentation of the fantastical, seamless merging of material reality and flights of fancy, precision of illusion","Suspension of disbelief, maintaining distinction between worlds, respecting limitations, plausible realism"
Mall Goth_Portraiture_Gothic,"90s mall goth portrait {prompt}. Dark academia outfits, smoky eyeshadow, melancholy gaze","(Natural skin and hair, pink pastel clothes, smiling happily)"
Mannerism,"Mannerism {prompt}, Mannerism, often for elongated figures, artificial poses, or mannerist painting.","neoplasticism, digital design"
Mannerist Architecture,"Mannerist Architecture {prompt}, Mannerist Architecture, often for complex compositions, exaggerated forms, or Mannerist style.","Art Deco architecture, digital design"
Maori Wood Carving,"Maori Wood Carving {prompt}, Maori Wood Carving, often for carved patterns, Maori culture, or New Zealand artistry.","metal sculpture, digital design"
Mardi Gras_Uncategorized,"Vibrant Mardi Gras scene {prompt}. Masked figures, beads, floats, jazz musicians, Bourbon Street","(Austere gray tones, empty street, tidied up afterward, minimalist)"
Marina Abramović,"{prompt} in Confronting endurance, communal ritual, metabolizing trauma, dematerializing art","Traditional mediums, personal expression, depicting events, tangible objects"
Mark Bradford,"{prompt} in Dense abstract grids, merchant posters, layers of sanded paper, mapping marginalization","Expressionistic drips, pure color, single sheet, universal humanism"
Mark Grotjahn,"{prompt} in Colorful stripes and bands, radiating lines, optical vibration, regulating chaos","Minimal canvases, gestural brushwork, irregular composition, embracing disorder"
Martin Puryear,"{prompt} in Handcrafted wood, organic abstraction, whooshing forms, vernacular roots","Readymades, pure geometry, hard edges, theory driven"
Masked Killer_Uncategorized,"Deranged masked killer {prompt}. Irregular stained theater mask barely concealing delirious glee, wielding blood-soaked weapon in perverse stroking motion, murderous hysteria","Cute plush unicorn, pink fur, smiling cartoon face"
Masked Stalker_Uncategorized,Creepy masked stalker {prompt}. Sinister figure lurking in shadows and watching from afar,"Cute cartoon character, proportionate features"
Maurizio Cattelan,"{prompt} in Disruptive scenarios, wry subversion, provocative spectacles, offending the establishment","Polished objects, visual pleasures, affirmative messages, embracing institutions"
Maximalism,"Maximalism {prompt}, Maximalism, often for excess, elaborate details, or over-the-top aesthetics.","minimalism, digital design"
Mecca,"Mecca {prompt}, Mecca, often for Islamic pilgrimage, Kaaba, or spiritual journey.","Vatican City, digital design"
Mech City Variant_Sci-Fi_Architecture_Location,"Mech City {prompt}. Futuristic robot metropolis, city run entirely by artificial intelligence, sleek robotic architecture and infrastructure","Organic architecture, inefficient and variable human-operated systems"
Mech City_Sci-Fi_Architecture_Location,"""Mech City {prompt}. Futuristic robot metropolis, city run entirely by artificial intelligence, sleek robotic architecture and infrastructure""","""Organic architecture, inefficient and variable human-operated systems"""
Mech City__Location,"Mech City {prompt} . Futuristic robot metropolis, city run entirely by artificial intelligence, sleek robotic architecture and infrastructure","Organic architecture, inefficient and variable human-operated systems"
Media Art,"Integrating digital media {prompt}, technology, and interactive elements into art, often for immersive experiences.","traditional painting, sculpture"
Medical Oddities_Uncategorized,{prompt}     Plague Mass Grave,    Baby Snatcher
Mediterranean Cuisine,"Mediterranean Cuisine {prompt}, Mediterranean Cuisine, often for olive oil, seafood, or Mediterranean diet.","Vietnamese cuisine, digital design"
Melancholy Art,"Melancholy Art {prompt}, Melancholy, often for sadness, blue tones, or reflective moods.","Anger Art, digital design"
Melodrama,"Melodrama {prompt}, Melodrama, often for melodramatic acting, sensational plots, or exaggerated emotions.","musical theater, digital design"
Melting Skull_Uncategorized,"Decomposing melting skull {prompt}. Liquefying convoluted facial muscles slide greasily over emerging bone, stripping rotten ligaments down to dripping rictus grin","Sunny basket of ripe fruit, freshly baked bread, ceramic pitcher"
Memento Mori_Horror_Horror & Dark,Macabre memento mori {prompt} . Decomposing severed heads in various states of decay and anguish mounted on spikes,"Vibrant festival costumes, intricate masks celebrating life"
Memoir,"Memoir {prompt}, Memoir, often for personal memories, reflective writing, or intimate storytelling.","science fiction writing, digital design"
Menacing Scarecrow_Uncategorized,"Pestilent menacing scarecrow {prompt}. Oozing black hollow eyes and jagged rotting grin leaking putrid bile, jerking spasmodically ready to attack, thinning fabric concealing mass of writhing maggots bursting at seams","Huggable plush doll, cute embroidered smile, button eyes"
Menswear Fashion,"Menswear Fashion {prompt}, Menswear Fashion, often for men's clothing, tailored suits, or masculine design.","womenswear, digital design"
Mesoamerican Mythology Art,"Mesoamerican Mythology Art {prompt}, Mesoamerican mythology, often for Aztec, Maya, or ancient civilizations.","Inca Mythology Art, digital design"
Mesopotamian Mythology Art,"Mesopotamian Mythology Art {prompt}, Mesopotamian mythology, often for Gilgamesh, ziggurats, or ancient rites.","Roman Mythology Art, digital design"
Metabolist Architecture,"Metabolist Architecture {prompt}, Metabolist Architecture, often for organic growth, urban visions, or Japanese avant-garde.","baroque architecture, digital design"
Metal Music,"Metal Music {prompt}, Metal Music, often for heavy guitars, metal bands, or intense music.","gospel music, digital design"
Metal Music Artwork,"Metal Music Artwork {prompt}, Metal Music Artwork, often for metal bands, dark imagery, or heavy metal visuals.","reggae music artwork, digital design"
Metalwork,"Metalwork {prompt}, Creating art with Metalwork, often for forging, welding, or industrial crafts.","Mosaic, digital design"
Metropolis,"Metropolis {prompt}, Metropolis, often for skyscrapers, Superman, or heroic deeds.","Pandora, digital design"
Mexican Art,"Mexican Art {prompt}, Mexican traditions, often for muralism, Day of the Dead, or folk art.","Brazilian Art, digital design"
Mexican Cuisine,"Mexican Cuisine {prompt}, Mexican Cuisine, often for tacos, enchiladas, or Mexican spices.","Thai cuisine, digital design"
Mexican Muralism,"Mexican Muralism {prompt}, Mexican Muralism, often for social messages, public art, or national identity.","small-scale art, digital design"
Mexican Skull Art_Uncategorized,"Mexican Día de Muertos calavera {prompt}. Colorful skulls, marigold flowers, traditional decorations","(Cheerful, cute motifs, pastel tones, minimalist, geometric shapes)"
Miami,"Miami {prompt}, Miami, often for art deco, nightlife, or Cuban culture.","New Orleans, digital design"
Michelangelo,"{prompt} in Sculptural mastery, powerfully muscular forms, vast fresco cycles, master draftsmanship","Flimsy constructions, spindly figures, intimate easel paintings, crude technique"
Middle Eastern Cuisine,"Middle Eastern Cuisine {prompt}, Middle Eastern Cuisine, often for falafel, shawarma, or Middle Eastern spices.","Korean cuisine, digital design"
Middle-earth,"Middle-earth {prompt}, Middle-earth, often for hobbits, elves, or Lord of the Rings saga.","Westeros, digital design"
Midgard Variant_Architecture,"Midgard {prompt}. Legendary underground domain of Norse gods and heroes, mead halls of soaring timber around carved central pillar, disturbances cause quakes above","Dingy makeshift survival camp, scavenged scraps, life of fearful subsistence"
Milky Way Galaxy,"Milky Way Galaxy {prompt}, Milky Way Galaxy, often for stars, planets, or cosmic exploration.","Black Hole, digital design"
Mime,"Mime {prompt}, Mime, often for mime performances, silent acting, or physical expressions.","kabuki theater, digital design"
Mime City Variant_Architecture_Location,"Mime City {prompt}. Underground city where all communication is through graceful pantomime, white gloved citizens against minimalist black and white backdrops","Harsh cacophony of nonstop shouting, relentless noise pollution, chaos of unconstrained outbursts"
Minimalism,"Minimalism {prompt}, An art movement focusing on simplicity and reduction, often using geometric shapes and monochrome palettes.","baroque art, digital art"
Minimalist Web Design,"Minimalist Web Design {prompt}, Minimalist Web Design, often for clean aesthetics, simple navigation, or uncluttered interfaces.","ornate design, painting"
Mixed Media Art,"Creating art using a mix of different materials and techniques {prompt}, often combining painting, collage, and sculpture.","single-medium art, digital art"
Mixer_Animation,"Mixer Studios colorful animation {prompt}. Energetic motion, stylized characters, lush painterly backgrounds","Lifeless environments, austere color palettes, static shots"
Modern Architecture,"Modern Architecture {prompt}, Modern Architecture, often for modern materials, functional design, or 20th-century architecture.","Classical architecture, digital design"
Modern Dance,"Modern Dance {prompt}, Modern Dance, often for modern choreography, expressive movement, or contemporary dance.","line dance, digital design"
Modernist Architecture,"Modernist Architecture {prompt}, Modernist Architecture, often for functionalism, clean lines, or innovative materials.","baroque architecture, digital art"
Mona Hatoum,"{prompt} in Unsettling domesticity, kitchen utensils, menacing familiarity, charged minimalism","Comforting interiors, decorative objects, pleasant domesticity, neutral reduction"
Monoprinting Technique,"Monoprinting Technique {prompt}, Creating prints using a monoprinting technique, often for one-of-a-kind images with painterly qualities.","digital printing, digital design"
Mosaic,"Mosaic {prompt}, Creating art with Mosaic, often for tesserae, patterns, or decorative surfaces.","Caricature, digital design"
Mosaic Art,"Creating art using small pieces of colored glass {prompt}, stone, or other materials, often used for decorative surfaces.","oil painting, digital design"
Motion Design,"Motion Design {prompt}, Motion Design, often for motion graphics, animated visuals, or dynamic design.","furniture design, digital design"
Motion Graphics Design,"Motion Graphics Design {prompt}, Motion Graphics Design, often for animated logos, video effects, or visual storytelling.","static design, traditional art"
Mount Everest,"Mount Everest {prompt}, Mount Everest, often for towering peaks, challenging climbs, or Himalayan scenery.","Great Barrier Reef, digital design"
Mount Olympus,"Mount Olympus {prompt}, Mount Olympus, often for Greek gods, mythology, or heroic epics.","Valhalla, digital design"
Movie Storyboard_Uncategorized,"Cinematic storyboard style {prompt}. Panel frames, thumbnail sketches, dramatic angles, notes, direction","Finished render, dense detailed illustration, perfect clarity, single image"
